Max Load|Station|Year|Month|Hour|Day
18779.025510000003|COAST|2013|8|17|13
2380.1654089999956|EAST|2013|8|17|5
2281.2722140000024|FAR_WEST|2013|6|17|26
1544.7707140000005|NORTH|2013|8|17|7
24415.570226999993|NORTH_C|2013|8|18|7
5494.157645|SOUTHERN|2013|8|16|8
11433.30491600001|SOUTH_C|2013|8|18|8
1862.6137649999998|WEST|2013|8|17|7
